Codigo,Medicamento,Accion Terapeutica,Laboratorio
M0000009671,OCAM PROTECT,Analgésico, Antiinflamatorio,GALENO QUIMICA
M0000009672,OCTAGAM,,BIOSPIFAR
M0000009673,OCTANYL,Ansiolítico,BAGO
M0000009674,OCTAPLEX,Factor de la coagulación,BIOSPIFAR
M0000009675,OCUBRAX,Antibiótico oftálmico,OPHARM
M0000009676,OCUFEN,Antiinflamatorio no esteroide oftálmico,ALLERGAN
M0000009677,OCUNID,Antiinflamatorio y vasoconstrictor conjuntival,INCOBRA
M0000009678,ODRANAL,Antidepresivo,TECNOFARMA
M0000009679,OFARIN ENJUAGUE BUCAL,Enjuague bucal,LUGOVA
M0000009680,OFLOX,Antiinfeccioso oftálmico,ALLERGAN
M0000009681,OFTACLEAR,Descongestionante y antialérgico oftalmológico,MK VISION
M0000009682,OFTALETYC NF,Antiinflamatorio, Vasoconstrictor,ETYC
M0000009683,OFTALMOGENTA,Antibiótico de amplio espectro, antialérgico, antiinflamatorio de uso ocular,CHALVER
M0000009684,OFTALMOTRIALER,Antialérgico ocular,INCOBRA
M0000009685,OFTALMOTRIFLOX,Antibiótico ocular,INCOBRA
M0000009686,OFTALMOTRIFRESH,Lubricante ocular,INCOBRA
M0000009687,OFTALMOTRILOL,Antiglaucomatoso,INCOBRA
M0000009688,OFTALMOTRISOL,Vasoconstrictor, descongestionante ocular,INCOBRA
M0000009689,OFTALUB,Lágrimas artificiales y lubricante oftalmológico,MK VISION
M0000009690,OFTAMOX,Antibiótico fluoroquinolona,MK VISION
M0000009691,OFTAMOX D,Antibiótico fluoroquinolona y Glucocorticoide tópico,MK VISION
M0000009692,OGASTRO,Antiulceroso,ABBOTT
M0000009693,OJOS A,Antibolsas, ojeras y envejecimiento precoz del contorno de ojos,BUSSIE
M0000009694,OKEY,Coadyuvante en el tratamiento de la depresión,ABBOTT
M0000009695,OLANZAPINA,Antipsicótico atípico,GENFAR
M0000009696,OLANZAPINA LA SANTE,Antipsicótico,LA SANTE
M0000009697,OLAZAP,Antipsicótico,GARMISCH
M0000009698,OLMEDIPIN AM,Antihipertensivo,ABBOTT
M0000009699,OLMEPREX,Antihipertensivo,GARMISCH
M0000009700,OLMESARTAN MK,Antihipertensivo, Antagonista de los receptores de angiotensina II,MK
M0000009701,OLMETAN,Antihipertensivo,BUSSIE
M0000009702,OLMETAN H,Antihipertensivo,BUSSIE
M0000009703,OLMETEC,Antihipertensivo,PFIZER
M0000009704,OLMETEC HCT,Antihipertensivo,PFIZER
M0000009705,OLMETECANLO,Antihipertensivo,PFIZER
M0000009706,OLOFTAL,Antihitamínicos de uso tópico ocular,MK VISION
M0000009707,OLOPADEX 2MG/ML GOTAS OFTALMICAS,Antialérgico oftálmico,DELTA
M0000009708,OLOPADEX GOTAS OFTALMICAS,Antialérgico oftálmico,DELTA
M0000009709,OLOPATADINA OFTALMICA LA SANTE,Antihistamínico oftálmico,LA SANTE
M0000009710,OLOPHARM,Antialérgico oftálmico,OPHARM
M0000009711,OLOPHARM O,Antialérgico oftálmico,OPHARM
M0000009712,OLVISION,Antihistamínico oftálmico,VITALIS
M0000009713,OLYSIO,Tratamiento de hepatits crónica C,JANSSEN-CILAG
M0000009714,OMEPRAZOL,Antiulceroso,GENFAR
M0000009715,OMEPRAZOL,Antiulceroso, Inhibidor de la bomba de protones,AMERICA
M0000009716,OMEPRAZOL,Antiulceroso, bloqueador de selectivo de la bomba de protones, enfermedad ácido-péptica,BEST
M0000009717,OMEPRAZOL LA SANTE,Antiulceroso,LA SANTE
M0000009718,OMEPRAZOL MK,Inhibidor de la bomba de protones,MK
M0000009719,OMEPRAZOL-SUMICETRON,Antiulceroso,BLAU
M0000009720,OMESAP,Proquinético gastrointestinal,AMERICA
M0000009721,OMNARIS,Corticosteroide,TAKEDA
M0000009722,OMNIC OCAS,Tratamiento de los síntomas funcionales de la hiperplasia prostática benigna,TECNOQUIMICAS
M0000009723,ONBRIZE / BREEZHALER,Bloqueante betaadrenérgico, Broncodilatador,NOVARTIS
M0000009724,ONDANSETRON PISA,Antiemético, útil en el tratamiento de las náuseas y el vómito inducido por quimioterapia y radioterapia anticancerosa,PISA
M0000009725,ONDAX,Antiemético,GARMISCH
M0000009726,ONGLYZA,Hipoglucemiante oral,ASTRAZENECA
M0000009727,OPENXY,Descongestionante nasal,TECNOQUIMICAS
M0000009728,OPERM,Antialérgico oftálmico,OPHARM
M0000009729,OPHARCIM,Antibiótico oftálmico,OPHARM
M0000009730,OPHARCROM,Antialérgico Nasal,OPHARM
M0000009731,OPHARDEX,Antibiótico oftálmico,OPHARM
M0000009732,OPHARFLEX,Antiinfeccioso, antiinflamatorio oftálmico,OPHARM
M0000009733,OPHARSUL 10,Antibiótico oftálmico,OPHARM
M0000009734,OPHARSUL 30,Antibiótico oftálmico,OPHARM
M0000009735,OPRAZ,Antiulceroso, Inhibidor de la bomba de protones,INCOBRA
M0000009736,OPTI COMFORT,Lágrimas artificiales y lubricante oftalmológico,MK VISION
M0000009737,OPTI FREE EXPRESS,Desinfectante,ALCON
M0000009738,OPTISER,Antialérgico, Antihistamínico,APOTECARIUM
M0000009739,OPTIVE,Lubricante ocular,ALLERGAN
M0000009740,ORALZINC-C,Suplemento dietario,FARMASER
M0000009741,ORAZIT,Antibiótico para uso sistémico,GIMED
M0000009742,ORAZOLE,Bloqueador selectivo de la bomba de protones,BUSSIE
M0000009743,ORBEREC,Vasodilatador cerebral,BLASKOV
M0000009744,ORGALUTRAN,Antagonista de la GnRH,MSD
M0000009745,ORLISTAT,Tratamiento de la obesidad,ECAR
M0000009746,ORLISTAT LA SANTE,Tratamiento de la obesidad,LA SANTE
M0000009747,ORLISTAT MK,Inhibidor de la absorción de grasas,MK
M0000009748,ORLISTAT PISA,Inhibidor reversible de la lipasa gástrica y pancreática lo cual limita la absorción de la grasa de la dieta, Indicado en el tratamiento del sobrepeso y la obesidad exógena,PISA
M0000009749,ORTHO-NOVUM 1/35,Anticonceptivo,JANSSEN-CILAG
M0000009750,OSCILLOCOCCINUM,Medicamento homeopático simple,ABBOTT
M0000009751,OSEBAN,Inhibidor de la resorción ósea,ABBOTT
M0000009752,OSLIF BREEZHALER,Agonista betaadrenérgico,BUSSIE
M0000009753,OSMOCLEAR,Descongestionante oftálmico,OPHARM
M0000009754,OSMOTEARS,Lágrimas artificiales,OPHARM
M0000009755,OSTEOCAL,Terapia y suplencia de calcio,SIEGFRIED
M0000009756,OSTEOLONG,Bifosfonato, tratamiento y prevención de la osteoporosis,TECNOQUIMICAS
M0000009757,OTICAINA,Anestésico ótico,BUSSIE
M0000009758,OTITOL-NF,Antimicrobiano, Antiinflamatorio,ETYC
M0000009759,OTOSEC,Tratamiento de la otitis externa y otitis media crónica supurativa,PROCAPS
M0000009760,OTOSEC HC,Antibiótico ótico,PROCAPS
M0000009761,OTOTRISOL,Analgésico, Anestésico ótico,INCOBRA
M0000009762,OTROZOL (METRONIDAZOL) PISA,Tratamiento de infecciones causadas por gérmenes anaerobios sensibles al metronidazol,PISA
M0000009763,OVESTIN,Tratamiento de la deficiencia estrogénica,MSD
M0000009764,OVIDREL 250MCG/0,5ML,Gonadotrofinoterapia,MERCK S.A.
M0000009765,OXACILINA,Antibiótico,BLASKOV
M0000009766,OXACILINA,Antibiótico, Antiinfeccioso,RECIPE
M0000009767,OXALIPLATINO,Antineoplásico,BLAU
M0000009768,OXCARBAZEPINA MK,Antiepiléptico derivados de la carboxamida,MK
M0000009769,OXIBAR MATERNO,Suplemento dietario,CHALVER
M0000009770,OXIBUTIN,Antiespasmódico urinario,BLASKOV
M0000009771,OXICODONA HUMAX,Analgésico opiáceo,HUMAX
M0000009772,OXILAT Z,Suplemento dietario,ELIMERA
M0000009773,OXIMETAZOLINA LA SANTE,Descongestionante nasal,LA SANTE
M0000009774,OXIMETAZOLINA MK,Descongestionante nasal,MK
M0000009775,OXITONE,Inhalador,CHALVER
M0000009776,OXITOPISA (OXITOCINA) PISA,Inductor o estimulante de las contracciones uterinas,PISA
M0000009777,OXIVATE,Antiinflamatorio no esteroide,COASPHARMA
M0000009778,OXYCONTIN ORF,Analgésico narcótico,MUNDIPHARMA
M0000009779,OXYOFTAL,Antibiótico tópico oftalmológico,MK
M0000009780,OXYRAPID INYECCION,Analgésico narcótico,MUNDIPHARMA
M0000009781,PACIDOX,Antiácido, Antiflatulento,ETYC
M0000009782,PACLITAXEL,Antineoplásico,BLAU
M0000009783,PACLITAXEL,Antineoplásico,BIOPAS
M0000009784,PAKADEL,Hipocolesterolemiante,APOTECARIUM
M0000009785,PALEXIS,Analgésico,GRÜNENTHAL
M0000009786,PALEXIS RETARD,Analgésico,GRÜNENTHAL
M0000009787,PALSEX 20MG,Agentes para la disfunción eréctil,NOVAMED
M0000009788,PAMOATO DE PIRANTEL,Antihelmíntico de amplio espectro,GENFAR
M0000009789,PAMOX,Antihelmíntico de amplio espectro,PROCAPS
M0000009790,PANAX GINSENG,Estimulante del Sistema Nervioso Central,PRONABELL
M0000009791,PANCREATINA SIMETICONA MK,Preparado enzimático/antiespasmódico,MK
M0000009792,PANCUTROY,Bloqueante neuromuscular no despolarizante,DELTA
M0000009793,PANDOMIL,Antidepresivo,APOTECARIUM
M0000009794,PANGETAN NF,Antidiarreico no narcótico,TECNOQUIMICAS
M0000009795,PANKREOFLAT N,Digestivo enzimático, Antiflatulento,BHC - BAYER
M0000009796,PANOTIL B GOTAS,Otopatías externas,ZAMBON
M0000009797,PANTELMIN,Antihelmíntico de amplio espectro,JANSSEN-CILAG
M0000009798,PANTOPRAZOL LA SANTE,Inhibidor de la bomba de protones,LA SANTE
M0000009799,PANZYTRAT,Digestivo,BIOPAS
M0000009800,PAPAVEROL,Antiespasmódico,INCOBRA
M0000009801,PARACODINA,Opioides,LEGRAND
M0000009802,PARALGEN,Relajante muscular,LEGRAND
M0000009803,PARAXIN,Giardicida, Amebicida,CHALVER
M0000009804,PARIET,Antiulceroso,JANSSEN-CILAG
M0000009805,PARKEN,Antiparkinsoniano,SIEGFRIED
M0000009806,PARLODEL,Hormonorregulador,NOVARTIS
M0000009807,PAROXETINA,Antidepresivo,GENFAR
M0000009808,PAROXETINA,Antidepresivo,ECAR
M0000009809,PAROXETINA MK,Inhibidor selectivo de la recaptación de serotonina,MK
M0000009810,PASEDOL,Antihistamínico H1, Antivertiginoso,ECAR
M0000009811,PASTA GRANUGENA,Productos de Zinc (Emolientes y Protectores),LEGRAND
M0000009812,PATANOL,Antihistamínico, antagonista selectivo de los receptores H1y H2y un inhibidor de secreción de citoquina,ALCON
M0000009813,PATANOL S,Antihistamínico, antagonista selectivo de los receptores H1 y H2y un inhibidor de secreción de citoquina,ALCON
M0000009814,PAXAN,Antidepresivo,TECNOQUIMICAS
M0000009815,PEDIAVIT,Multivitamínico pediátrico,PROCAPS
M0000009816,PEDIAVIT ZINC GOTAS,Suplemento vitamínico con minerales,PROCAPS
M0000009817,PEDIAVIT ZINC POLVO,Suplemento vitamínico con minerales en polvo sabores a fresa y chocolate,PROCAPS
M0000009818,PEDIAZINC,Coadyuvante en el manejo de la diarrea persistente en niños y de la diarrea aguda,NEVOX FARMA
M0000009819,PEG POLIETILENGLICOL 3350,Tratamiento del estreñimiento funcional,TECNOQUIMICAS
M0000009820,PEG-INTRON PEN,Antiproliferativo, Antiviral, Inmunomodulador,MSD
M0000009821,PEGASYS,Antiviral inmunomodulador pegilado,ROCHE
M0000009822,PEITEL 30G,Indicado en afecciones cutáneas inflamatorias,ELIMERA
M0000009823,PEMETREXED 500MG - SUMITREXED,Antineoplásico,BLAU
M0000009824,PENALGIN,Antiinflamatorio No esteroideo,EUROETIKA
M0000009825,PENICILINA G BENZATINICA,Antibacteriano, Bactericida,GENFAR
M0000009826,PENICILINA G BENZATINICA,Antibiótico betalactámico de amplio espectro,RECIPE
M0000009827,PENICILINA G PROCAINICA,Antibiótico Betalactámico de amplio espectro,RECIPE
M0000009828,PENICILINA G SODICA,Antibiótico de amplio espectro,GENFAR
M0000009829,PENISODINA (BENC.PROCAINA C/CRISTALINA),Tratamiento para infecciones producidas por gérmenes sensibles a las Penicilinas,PISA
M0000009830,PENTACT-HIB 5%,Inmunización activa,SANOFI-PASTEUR
M0000009831,PENTAGLOBIN 5%,Solución al 5% de inmunoglobulina humana enriquecida con IgM, para aplicación IV,AMAREY
M0000009832,PENTASOL,Corticoide Tópico,COASPHARMA
M0000009833,PENTAXIM,Vacuna adsorbida antidiftérica, antitetánica, antipertúsica acelular y antipoliomielítica inactivada y vacuna conjugada Haemophilus influenzae tipo b,SANOFI-PASTEUR
M0000009834,PENTOXIFILINA,Hemorreológico, Vasodilatador,GENFAR
M0000009835,PENTOXIFILINA MK LP 400MG,Vasodilatador periférico,MK
M0000009836,PENTOXIL,Vasodilatador periférico, hemorreológico,NOVAMED
M0000009837,PENTREN (OMEPRAZOL X 40MG),Úlcera péptica y duodenal, posibilidad de úlcera de origen maligno,PISA
M0000009838,PEPRED,Corticosteroides sistémicos,NOVAMED
M0000009839,PEPSAMAR PLUS,Antiácido, Antiflatulento,SANOFI AVENTIS
M0000009840,PERCOF,Antitusígeno de acción periférica,EURODRUG
M0000009841,PERGOVERIS,Estimulante de la ovulación,MERCK S.A.
M0000009842,PERIACTIN,Antihistamínico,TECNOQUIMICAS
M0000009843,PERIDON,Antipsicótico,GARMISCH
M0000009844,PERLUTAL,Anovulatorio,BOEH.INGEL.
M0000009845,PEYONA,Tratamiento de la apnea del prematuro,AMAREY
M0000009846,PHARMATON,Suplemento multivitamínico,BOEH.INGEL.
M0000009847,PHARMATON KIDDI,Suplemento multivitamínico,BOEH.INGEL.
M0000009848,PHOSPHOR NERVEN,Fosfovitamineral, vitaminas, minerales, oligoelementos,BAWISS
M0000009849,PHYSIOCEAN,Humectante nasofaríngeo,ABBOTT
M0000009850,PHYTOSOYA,Antiedad reafirmante, Previene y corrige los signos del envejecimiento cutáneo,EUROETIKA
M0000009851,PHYTOSOYA N,Coadyuvante en los síntomas de la Menopausia,EUROETIKA
M0000009852,PIELOGRAF 76%,Medio de contraste iónico para estudios angiocardiográficos y uroangiográficos,BHC - BAYER
M0000009853,PILOGAN,Antialopécico,GRÜNENTHAL
M0000009854,PILOPEPTAN CAPSULAS,Evita la caída del pelo,MEDIVELIUS
M0000009855,PILOPEPTAN CAPSULAS WOMAN,Complemento alimenticio,MEDIVELIUS
M0000009856,PILOPEPTAN CHAMPU,Para evitar la caida del cabello, Actúa sobre la caída del cabello ya que estimula la fase anágena, Aumenta el riego sanguíneo local y activa el folículo piloso, Ejerce una limpieza suave del cabello, le aporta brillo, fuerza y vitalidad,MEDIVELIUS
M0000009857,PILOPEPTAN LOCION,Para evitar la caida del cabello, Actúa sobre la caída del cabello, Estimula la fase anágena, Aumenta el riego sanguíneo local y activa el folículo piloso, Fortalece la queratina del cabello desde la raíz, frena su caída y le aporta brillo, fuerza y vitalidad, No es grasosa,MEDIVELIUS
M0000009858,PILOPEPTAN WOMAN CHAMPU,Coadyuvante en el tratamiento de la alopecia,MEDIVELIUS
M0000009859,PINAVALT,Antihistamínico no sedante,TAKEDA
M0000009860,PIPERACILINA/TAZOBACTAM -PIPERTAZO,PIPERTAZO®(piperacilina/tazobactam) polvo estéril es un antibiótico de amplio espectro e inhibidor de batalactamasas,BLAU
M0000009861,PIPORTIL L4,Neuroléptico, Antipsicótico de depósito,SANOFI AVENTIS
M0000009862,PIPOTAZ,Neuroléptico,HUMAX
M0000009863,PIRACETAM,Activador metabólico cerebral,GENFAR
M0000009864,PIRACETAM MK,Nootrópicos,MK
M0000009865,PIRANTEL,Antihelmíntico,GENFAR
M0000009866,PIRANTEL PAMOATO MK,Antiparasitario derivado de la tetrahidropirimidina,MK
M0000009867,PIRASTAM,Neurocorticotropo, activador cerebral,BAWISS
M0000009868,PIRIDOXINA ECAR,Suplemento vitamínico,ECAR
M0000009869,PIROXICAM,Antiartrítico, Antiinflamatorio,GENFAR
M0000009870,PIROXICAM,Analgésico, antiinflamatorio no esteroideo (AINE),RECIPE
M0000009871,PIROXICAM LA SANTE,Antiinflamatorio,LA SANTE
M0000009872,PIROXICAM MK,Antiinflamatorio no esteroideo,MK
M0000009873,PISACAINA 2% (LIDOCAINA) PISA,Anestésico local o regional por infiltración y bloqueador arrítmico cardiaco por vía intravenosa,PISA
M0000009874,PISACILINA (BENC.SODICA CRISTALINA) PISA,Tratamiento para infecciones producidas por gérmenes sensibles a las Penicilinas,PISA
M0000009875,PISAPEM (MEROPENEM) PISA,Antibiótico alternativo para el tratamiento de infecciones graves producidas por gérmenes sensibles al Meropenem,PISA
M0000009876,PISDENO (ADENOSINA) PISA,Tratamiento Agudo Alternativo de la Taquicardia Paroxística Supraventricular (TPSV),PISA
M0000009877,PIXAMOL INY,Antibiotico de amplio expectro,LEGRAND
M0000009878,PLANFEM,Antimicótico, Antiinflamatorio,ETYC
M0000009879,PLAQUINOL,Antiamebiano, Antipalúdico, Antirreumático,SANOFI AVENTIS
M0000009880,PLASIL,Antiemético, procinético digestivo,SANOFI AVENTIS
M0000009881,PLASIL ENZIMATICO,Dispepsias gastrointestinales, biliares o pancreáticas,SANOFI AVENTIS
M0000009882,PLAVIX,Antiagregante plaquetario,SANOFI AVENTIS
M0000009883,PLENACOR,Antihipertensivo, Antianginoso, Betabloqueante cardioselectivo,BAGO
M0000009884,PLENIV,Tratamiento de náuseas y vómitos en embarazo,PROCAPS
M0000009885,PLITICAN,Antiemético,SANOFI AVENTIS
M0000009886,PLUIT,Hidratante facial,SIEGFRIED
M0000009887,PNEUMO 23,Vacuna polisacárida polivalente antineumocócica,SANOFI-PASTEUR
M0000009888,PNEUMOVAX 23,Vacuna pneumococo, polivalente, MSD,MSD
M0000009889,PODOX,Tratamiento de condiloma acuminado,BUSSIE
M0000009890,POLIMIXINA B 500000 UI,Antiinfeccioso de uso sistémico,BIOSPIFAR
M0000009891,POLIOFTAL,Antiinfeccioso oftálmico, Antiinflamatorio oftálmico, Corticosteroide oftálmico,BLASKOV
M0000009892,PONSTAN MAX,Antiinflamatorio, Analgésico, Antipirético,PFIZER
M0000009893,POSLAC,Anticonceptivo hormonal con sólo progestágeno,ABBOTT
M0000009894,POSTDAY,Anticonceptivo de emergencia,ABBOTT
M0000009895,POSTDAY 1,Anticonceptivo de emergencia,ABBOTT
M0000009896,POTENCIATOR,Reconstituyente,FAES FARMA
M0000009897,POTENLIV,Tratamiento disfunción eréctil en hombres adultos,GRUINFACOL
M0000009898,PRADAXA,Anticoagulante,BOEH.INGEL.
M0000009899,PRAGMATEN,Antidepresivo,NOVAMED
M0000009900,PRATEN,Antihipertensivo,LABINCO
M0000009901,PRAVASTATINA,Hipocolesterolemiante,GENFAR
M0000009902,PRAVAX HUMAX,Hipocolesterolemiante,HUMAX
M0000009903,PRAZED,Inhibidor de la bomba de protones, Antisecretor gástrico, Antiulceroso,NOVAMED
M0000009904,PRAZOMEROL,Antiulceroso,BLASKOV
M0000009905,PRAZOSINA,Antihipertensivo,DATA PHARM.
M0000009906,PRED F,Antiinflamatorio oftálmico,ALLERGAN
M0000009907,PREDIAL LEX,Antidiabético oral,PROCAPS
M0000009908,PREDNEFRIN 0,12%,Suspensión oftálmica estéril, Antiinflamatorio esteroide oftálmico,ALLERGAN
M0000009909,PREDNIOFTAL F,Antiinflamatorio esteroide,BLASKOV
M0000009910,PREDNISOLONA,Antiinflamatorio esteroide,GENFAR
M0000009911,PREDNISOLONA MK,Corticosteroide sistémico,MK
M0000009912,PREDNISOLONA OFTALMICA LA SANTE,Corticosteroide tópico oftálmico,LA SANTE
M0000009913,PREDNISONA MK,Corticosteroides sistémico,MK
M0000009914,PREGABALINA,Anticonvulsivo, Antiepiléptico,GENFAR
M0000009915,PREGABALINA ECAR,Antiepiléptico,trastornos de la ansiedad,ECAR
M0000009916,PREGABALINA MK,Anticonvulsivante útil en el manejo del Dolor neuropático, la Fibromialgia y el Trastorno de ansiedad generalizada,MK
M0000009917,PREGALEX 75 MG Y 150 MG,Analgésico, Anticonvulsivo,GRÜNENTHAL
M0000009918,PREGNYL,Inductor de la Ovulación-Preparación Folicular,MSD
M0000009919,PREHELLP,Coadyuvante en la prevención de la Hipertensión Inducida por el Embarazo,TECNOQUIMICAS
M0000009920,PREHISTAM INHALADOR,Antiasmático,APOTECARIUM
M0000009921,PRELUDYO,Dolor neuropático, anticonvulsivante,TECNOQUIMICAS
M0000009922,PREMARIN,Estrogenoterapia,PFIZER
M0000009923,PRESTIBLOCK,Antiglaucomatoso,BLASKOV
M0000009924,PRETIR,Antibiótico,APOTECARIUM
M0000009925,PREVENAR,Inmunización activa,PFIZER
M0000009926,PREZISTA,Antiviral para VIH - inhibidor de la proteasa,JANSSEN-CILAG
M0000009927,PREZOC,Antihipertensivo,PROCAPS
M0000009928,PRIDAM (NOREPINEFRINA) PISA,Hipertensor,PISA
M0000009929,PRIMAX,Antimicótico,BUSSIE
M0000009930,PRIMOSISTON ORAL,Hormonoterapia,BHC - BAYER
M0000009931,PRIMOVIST,Medio de contraste,BAYER
M0000009932,PRIMPERAN,Antiemético, Antinauseoso,GENFAR
M0000009933,PRIORIX,Inmunoterapia,GLAXOSMITHKLINE
M0000009934,PRISTIQ,Antidepresivo,PFIZER
M0000009935,PRIVATOS,Expectorante,ABBOTT
M0000009936,PROAPET JARABE,Anabólico no hormonal,FARMASER
M0000009937,PROBIOX,Tránsito lento y problasoc al estreñimiento,NEVOX FARMA
M0000009938,PROCEF,Antibiótico de amplio espectro,MERCK S.A.
M0000009939,PROFACTOR K,Estimulante inmunológico,ASHER PHARMA
M0000009940,PROFENID,Analgésico, Antiinflamatorio, Antirreumático,SANOFI AVENTIS
M0000009941,PROFENID 100 C.E.,Analgésico, antiinflamatorio, antirreumático,SANOFI AVENTIS
M0000009942,PROFILAX,Antagonista selectivo del receptor de leucotrienos,GALENO QUIMICA
M0000009943,PROGENDO,Progesterona natural micronizada,ABBOTT
M0000009944,PROGESTOGEL,Progestagenoterapia,BIOPAS
M0000009945,PROGRAF XL,Profilaxis de rechazo de órganos trasplantados,JANSSEN-CILAG
M0000009946,PROGRESS GOLD,Alimento lácteo en polvo para niños en etapa de crecimiento,ASPEN
M0000009947,PROGYLUTON,Regulador oral del ciclo menstrual,BHC - BAYER
M0000009948,PROGYNOVA,Para la estrogenoterapia oral de las molestias climatéricas en la posmenopausia,BHC - BAYER
M0000009949,PROLANZ,Antipsicótico,PROCAPS
M0000009950,PROLANZ FAST,Antipsicótico,PROCAPS
M0000009951,PROLASTAT,Agonista de la dopamina,SIEGFRIED
M0000009952,PROLERTUS,Analgésico, Antiinflamatorio, Antirreumático,TECNOFARMA
M0000009953,PROLUTON DEPOT,Gestágeno de depósito,BHC - BAYER
M0000009954,PROMEVIT CERB,Nutrición adultos,GRUINFACOL
M0000009955,PROMEVIT G-LACT,Nutrición embarazo, Lactancia,GRUINFACOL
M0000009956,PROMEVIT JR,Nutrición jóvenes,GRUINFACOL
M0000009957,PROMEVIT MICRON,Nutrición pediátrica,GRUINFACOL
M0000009958,PROMIL GOLD,Alimento lácteo complementario en polvo para bebés de 6 a 24 meses,ASPEN
M0000009959,PRONELL,Regulador de la flora intestinal,ABBOTT
M0000009960,PROPAFEN,Antiarrítmico,GARMISCH
M0000009961,PROPAFENONA CLORHIDRATO,Antiarrítmico,GENFAR
M0000009962,PROPECIA,Antialopécico,MSD
M0000009963,PROPRANOLOL CLORHIDRATO,Antianginoso, Antiarrítmico, Antihipertensivo,GENFAR
M0000009964,PROPRANOLOL MK,Agente betabloqueador,MK
M0000009965,PROSCAR,Tratamiento de hiperplasia prostática benigna,MSD
M0000009966,PROSLED,Útil en el manejo de las manifestaciones funcionales de la hipertrofia prostática benigna,PRONABELL
M0000009967,PROSTARIDE,Tratamiento de la hipertrofia prostática benigna (HPB),GARMISCH
M0000009968,PROSTIGMINE,Vagotónico, inhibidor de la colinesterasa,FARMA COLOMBIA
